FirstName;LastName;age;City;State;StreetAddress;streetNumber
Chester;Quincy;90;Oklahoma City;Nebraska;Padre Boulevard;81796
Ronald;Harrison;53;Concord;West Virginia;Tully Road East;41213
John;Wilson;44;Austin;Missouri;South Roosevelt Drive;67592
Franklin;Eisenhower;72;Harrisburg;Hawaii;W. Russell St.;91521
Benjamin;Hayes;74;Madison;Kentucky;Santa Rosa North;23707
Abraham;Wilson;54;Denver;Oklahoma;Timberlane Drive;9803
Martin;Grant;78;Des Moines;Louisiana;Hutchinson Rd;62472
Lyndon;Jefferson;91;Raleigh;Georgia;Apalachee Parkway;2279
Franklin;Johnson;43;Augusta;Nebraska;Bowles Avenue;41946
Woodrow;Hayes;29;Bismarck;Indiana;Via Real;4738
Ronald;Hoover;41;Dover;Massachusetts;Grandview Drive;67721
Ronald;Taylor;54;Raleigh;Ohio;E Fowler Avenue;85246
Warren;Reagan;71;Indianapolis;New Jersey;Castillo Drive;74113
Benjamin;Quincy;73;Des Moines;Oklahoma;Santa Rosa North;53829
Franklin;Wilson;55;Jefferson City;Michigan;Calle Real;70637
Franklin;Roosevelt;91;Montgomery;California;Moreno Drive;57897
William;Harding;21;Juneau;Maryland;East Main Street;6616
Herbert;Eisenhower;95;Annapolis;Nevada;Milpas Street;94628
Abraham;Washington;32;Des Moines;California;Padre Boulevard;64117
Chester;Cleveland;31;Springfield;Massachusetts;Burnett Road;10085
Franklin;Madison;33;Jefferson City;Rhode Island;Santa Rosa North;6629
Thomas;Adams;72;Raleigh;Rhode Island;North Preisker Lane;70515
Ronald;Buchanan;38;Columbus;Wisconsin;East Main Street;6186
Lyndon;Hoover;20;Helena;Missouri;Milpas Street;85568
Bill;Ford;39;Raleigh;New Mexico;Santa Rosa South;36467
Thomas;Quincy;27;Honolulu;Alaska;Erringer Road;73684
John;Coolidge;22;Montpelier;Hawaii;East 1st Street;43640
Grover;Nixon;92;Richmond;Rhode Island;Cleveland Ave.;85262
John;Roosevelt;47;Saint Paul;Wisconsin;El Camino Real;3851
Woodrow;Harding;21;Pierre;Utah;East 1st Street;23791
Rutherford;Carter;18;Little Rock;Indiana;North Broadway Street;8047
Martin;Johnson;39;Phoenix;Maine;East Calle Primera;24400
Ronald;Wilson;79;Helena;South Carolina;French Camp Turnpike Road;16497
Rutherford;Kennedy;25;Frankfort;Kentucky;North Preisker Lane;94559
Ronald;Harrison;100;Hartford;South Dakota;San Diego Freeway;30686
George;Jackson;16;Annapolis;North Dakota;Carpinteria North;85256
Ronald;Ford;20;Pierre;Colorado;Apalachee Parkway;96291
Lyndon;Taylor;47;Austin;Washington;Timberlane Drive;21074
Ulysses;Reagan;26;Jefferson City;Vermont;North Ventu Park Road;83300
Jimmy;Roosevelt;24;Raleigh;Minnesota;Katella Avenue;63421
Harry;Truman;56;Frankfort;Oregon;East Fry Blvd.;66958
Richard;Clinton;95;Carson City;Arizona;North Broadway Street;37728
Woodrow;Jefferson;89;Salem;Tennessee;E Fowler Avenue;33639
Andrew;Taylor;14;Sacramento;Mississippi;Monroe Street;8836
Bill;Johnson;86;Jefferson City;Minnesota;Cerrillos Road;59756
Zachary;McKinley;66;Nashville;Utah;Moreno Drive;11014
Rutherford;Adams;44;Austin;Montana;North Broadway Street;8783
George;Van Buren;48;Jefferson City;Georgia;Fairview Avenue;12924
Grover;Adams;60;Santa Fe;Oregon;Corona Del Mar;84123
Harry;Quincy;90;Boston;Vermont;W. Russell St.;42326
Lyndon;Johnson;65;Oklahoma City;Arizona;N Harrison St;85121
Jimmy;Harrison;90;Montpelier;Wyoming;North Ventu Park Road;90086
Jimmy;Harrison;19;Augusta;Oregon;San Luis Obispo North;84551
Herbert;Reagan;60;Hartford;Virginia;Steele Lane;23898
Lyndon;Hoover;71;Montpelier;Arkansas;Erringer Road;71608
Rutherford;Hayes;65;Saint Paul;Maine;N Kentwood;45714
Benjamin;Nixon;52;Baton Rouge;Delaware;North Atherton Street;51124
Theodore;Hoover;70;Honolulu;Delaware;Redwood Highway;35735
Chester;Ford;75;Santa Fe;Connecticut;San Simeon;22535
Theodore;Jackson;77;Indianapolis;Montana;Tanger Blvd;13556
James;Hayes;73;Carson City;West Virginia;Burnett Road;69259
William;Johnson;95;Baton Rouge;Montana;North Erringer Road;73119
Millard;Hayes;28;Boise;Wisconsin;El Camino Real;7598
Jimmy;Pierce;20;Albany;Connecticut;Corona Del Mar;82916
Millard;Reagan;36;Bismarck;Maryland;Harbor Dr;84094
Martin;Hayes;66;Charleston;South Carolina;Carpinteria South;92750
Richard;Quincy;72;Lincoln;Florida;Cabrillo Highway;80373
Gerald;Adams;94;Jefferson City;Idaho;Harbor Dr;20607
Thomas;Monroe;20;Columbia;Nevada;Castillo Drive;16812
Warren;Polk;22;Lansing;North Carolina;French Camp Turnpike Road;61023
Millard;Pierce;55;Des Moines;North Dakota;Fontaine Road;21603
Rutherford;Polk;27;Providence;Rhode Island;Castillo Drive;23913
William;Johnson;24;Sacramento;Utah;Pacific Hwy S;3860
Andrew;Garfield;96;Boise;Massachusetts;San Simeon;80217
Lyndon;Carter;87;Salem;Oklahoma;South Highway;90799
George;Clinton;46;Little Rock;Florida;North Ventu Park Road;19102
Richard;Arthur;41;Des Moines;California;Cerrillos Road;35607
Millard;Eisenhower;83;Jefferson City;Alaska;N Harrison St;57535
Ronald;Buchanan;59;Hartford;Georgia;Santa Monica Road;98698
Harry;Clinton;48;Helena;Nevada;Carpinteria North;45043
Theodore;Arthur;68;Salem;South Carolina;East 1st Street;48410
William;Truman;67;Denver;Hawaii;Harbor Dr;67972
Theodore;Taylor;44;Madison;North Carolina;San Luis Obispo North;13957
Harry;Arthur;44;Springfield;Nebraska;Jones Road;33523
Dwight;Coolidge;36;Juneau;Nevada;Richmond Hill;73385
Herbert;Washington;57;Baton Rouge;Maine;South Roosevelt Drive;44889
Richard;Truman;52;Charleston;Hawaii;South Roosevelt Drive;40242
Chester;Madison;95;Montgomery;North Dakota;Monroe Street;16672
Warren;Harrison;56;Sacramento;Texas;Harbor Dr;66370
Abraham;Fillmore;27;Columbus;Kentucky;Burnett Road;11964
Millard;Garfield;63;Annapolis;Montana;W. Russell St.;44514
Franklin;Clinton;67;Denver;Alabama;Santa Monica Road;57633
William;Washington;20;Tallahassee;Arizona;San Diego Freeway;36618
Warren;Ford;34;Providence;Pennsylvania;Hutchinson Rd;46850
Rutherford;Hayes;27;Des Moines;Colorado;Woodson Rd.;83767
Theodore;Garfield;46;Juneau;Rhode Island;Bailard Avenue;13228
Gerald;Roosevelt;47;Albany;Alaska;North Broadway Street;56732
Lyndon;Tyler;97;Bismarck;Colorado;Camelback Rd;40406
Woodrow;Kennedy;20;Carson City;Illinois;North Erringer Road;65916
Gerald;Truman;85;Madison;South Carolina;Corona Del Mar;96799
Rutherford;Harrison;21;Salt Lake City;Texas;Newbury Road;73131
Chester;Nixon;70;Raleigh;Missouri;East Calle Primera;85766
Warren;Hayes;65;Indianapolis;New Jersey;North Broadway Street;90721
Abraham;Lincoln;75;Augusta;Rhode Island;El Camino Real;15829
Martin;Coolidge;92;Denver;Arizona;San Diego Freeway;45060
Grover;Jefferson;71;Lansing;Hawaii;Corona Del Mar;98820
Grover;Harding;98;Austin;Minnesota;Bayshore Freeway;48837
Grover;Harding;49;Bismarck;Virginia;Westside Freeway;12069
Lyndon;Johnson;30;Richmond;Kansas;Cerrillos Road;20701
Zachary;Johnson;22;Indianapolis;North Carolina;S Rustle St;35817
Calvin;Nixon;87;Austin;Georgia;Corona Del Mar;10998
John;Garfield;52;Pierre;Alabama;Tully Road East;32098
Martin;Tyler;99;Baton Rouge;Wisconsin;Steele Lane;11406
Richard;Clinton;46;Tallahassee;Michigan;Westside Freeway;34838
Grover;Fillmore;30;Little Rock;Alabama;S Rustle St;15303
Richard;Nixon;65;Topeka;Oregon;Santa Rosa North;3130
Calvin;Johnson;23;Juneau;Arkansas;Lindbergh Blvd;49358
Warren;Adams;78;Richmond;Arkansas;San Diego Freeway;65827
George;Taft;70;Boston;Alaska;East Main Street;58274
Warren;Quincy;58;Providence;Texas;Santa Rosa South;82787
Franklin;Wilson;26;Providence;Kansas;Harbor Dr;10189
Woodrow;Carter;38;Dover;South Carolina;Burnett Road;28605
Jimmy;Roosevelt;24;Indianapolis;Tennessee;Corona Del Mar;14991
Franklin;Adams;18;Bismarck;Florida;Cerrillos Road;92250
Andrew;Reagan;32;Hartford;Minnesota;San Marcos;50133
John;Tyler;25;Raleigh;Colorado;Cabrillo Highway;89987
Rutherford;Van Buren;97;Harrisburg;Georgia;Pacific Hwy S;55139
Theodore;Fillmore;20;Olympia;Indiana;Santa Ana Freeway;29809
Herbert;Monroe;69;Indianapolis;Alaska;Carpinteria Avenue;47241
Dwight;Washington;80;Jackson;Nebraska;Corona Del Mar;99662
Warren;Clinton;67;Tallahassee;Maryland;El Camino Real;85164
Calvin;Jefferson;56;Providence;Louisiana;Redwood Highway;96304
Chester;Taft;86;Topeka;Massachusetts;Calle Real;47983
Warren;Lincoln;64;Dover;Florida;San Ysidro Blvd;69857
Warren;Hoover;63;Richmond;North Dakota;Cleveland Ave.;31970
Herbert;Jefferson;17;Boston;Kansas;Burnett Road;45292
James;Grant;34;Annapolis;Arkansas;Hutchinson Rd;4289
George;Jackson;86;Denver;Rhode Island;Carpinteria North;46162
Benjamin;Carter;33;Albany;Alaska;Milpas Street;90756
Jimmy;Buchanan;19;Helena;Alaska;Pacific Hwy S;99007
Andrew;Grant;27;Columbus;Delaware;Harry S Truman Blvd;41615
Warren;Van Buren;49;Tallahassee;Alaska;East 1st Street;35996
Martin;Clinton;90;Providence;Arizona;Bailard Avenue;88572
Abraham;Monroe;96;Little Rock;North Dakota;Lawrenceville Suwanee;46268
Gerald;Harrison;16;Austin;Louisiana;Corona Del Mar;26071
Richard;Hayes;85;Atlanta;Connecticut;Carpinteria Avenue;97258
Martin;Roosevelt;34;Charleston;Colorado;Lawrenceville Suwanee;66053
Rutherford;Jackson;55;Boise;Montana;Carpinteria South;60460
Martin;Adams;24;Dover;North Dakota;Woodson Rd.;97971
Chester;Pierce;90;Raleigh;Utah;San Simeon;22600
Chester;Roosevelt;65;Columbia;Vermont;Steele Lane;52548
James;Madison;63;Jefferson City;Arizona;Santa Monica Road;44594
George;Carter;91;Oklahoma City;Hawaii;South Roosevelt Drive;10354
Jimmy;Polk;59;Salt Lake City;Maryland;Greenwood Road;84565
Zachary;Carter;15;Boise;Pennsylvania;Katella Avenue;4495
John;Clinton;34;Harrisburg;Pennsylvania;Tanger Blvd;26107
John;Hayes;19;Nashville;Georgia;Tully Road East;54080
Jimmy;Van Buren;42;Madison;Idaho;Richmond Hill;33478
Thomas;Harding;64;Augusta;Alaska;Santa Rosa North;93385
Theodore;Grant;44;Salt Lake City;Nevada;Calle Real;86737
Andrew;Pierce;31;Topeka;Nevada;North Broadway Street;66066
Lyndon;Grant;23;Salt Lake City;Maryland;Apalachee Parkway;63509
Andrew;Ford;47;Lincoln;Delaware;Via Real;68051
Millard;Kennedy;30;Topeka;Delaware;Milpas Street;22232
Woodrow;Fillmore;81;Madison;New Mexico;East Main Street;4028
Millard;Adams;93;Des Moines;Michigan;South Highway;82754
Benjamin;Reagan;47;Oklahoma City;Illinois;North Ventu Park Road;76250
Ronald;Harrison;66;Springfield;Kentucky;Timberlane Drive;83004
Lyndon;Hayes;90;Frankfort;Wisconsin;Lake Tahoe Blvd.;29786
Woodrow;Polk;74;Springfield;Rhode Island;San Simeon;40455
Martin;Reagan;38;Columbus;Illinois;East Fry Blvd.;12675
Harry;Roosevelt;62;Richmond;Indiana;Carpinteria South;50090
Andrew;Buchanan;51;Augusta;Iowa;North Broadway Street;73775
Chester;Roosevelt;86;Lincoln;Pennsylvania;S Rustle St;78633
Herbert;Harrison;25;Olympia;Montana;Tanger Blvd;64471
Millard;Reagan;18;Frankfort;Utah;Tully Road East;50845
Lyndon;Johnson;35;Saint Paul;Georgia;Tully Road East;55821
Martin;Johnson;38;Lansing;Iowa;French Camp Turnpike Road;86462
Franklin;Fillmore;17;Salt Lake City;New Hampshire;Padre Boulevard;51305
Millard;Van Buren;100;Santa Fe;Wisconsin;Harry S Truman Blvd;15785
Dwight;Ford;66;Denver;Delaware;Pacific Hwy S;11562
Martin;McKinley;28;Frankfort;New Hampshire;E Fowler Avenue;43603
John;Roosevelt;70;Cheyenne;Iowa;Apalachee Parkway;4683
Calvin;Washington;15;Des Moines;Washington;Tanger Blvd;21840
Dwight;Grant;84;Saint Paul;Illinois;Santa Ana Freeway;20114
George;Tyler;48;Atlanta;Pennsylvania;East Calle Primera;43518
Herbert;Hayes;69;Harrisburg;New Hampshire;Harbor Dr;919
Lyndon;Wilson;41;Tallahassee;Montana;French Camp Turnpike Road;58007
Jimmy;Quincy;95;Tallahassee;North Carolina;Tanger Blvd;46612
Franklin;McKinley;47;Hartford;Connecticut;Jones Road;89426
Woodrow;Madison;45;Phoenix;Massachusetts;East 1st Street;53643
Grover;Reagan;57;Jackson;Mississippi;Monroe Street;86966
Ronald;Truman;31;Lansing;North Carolina;Via Real;3203
Richard;Harding;88;Salem;Arizona;Carpinteria South;54127
Woodrow;Harrison;29;Carson City;New York;Santa Rosa North;85087
Chester;Harding;19;Sacramento;Rhode Island;Bailard Avenue;60739
Andrew;Quincy;75;Denver;South Carolina;Carpinteria South;93914
Chester;Roosevelt;53;Boston;Nebraska;Burnett Road;90285
Calvin;Taylor;86;Lansing;West Virginia;Fairview Avenue;30679
Millard;Harrison;100;Little Rock;Wisconsin;Bailard Avenue;79765
Rutherford;Polk;97;Phoenix;Texas;Carpinteria North;42478
Thomas;Coolidge;33;Tallahassee;Florida;Carpinteria South;70103
Dwight;Jefferson;34;Santa Fe;Louisiana;Lindbergh Blvd;88568
Millard;Johnson;95;Salem;Hawaii;San Simeon;63037
Theodore;Arthur;15;Helena;North Dakota;San Luis Obispo North;7768
Lyndon;Roosevelt;15;Raleigh;Oregon;South Roosevelt Drive;22432
Herbert;Quincy;51;Sacramento;Minnesota;Padre Boulevard;4762
Grover;Polk;58;Jackson;Wyoming;Bowles Avenue;22014
Lyndon;Adams;67;Lansing;Hawaii;Lawrenceville Suwanee;68965
John;Tyler;19;Saint Paul;Ohio;San Diego Freeway;21419
Franklin;Van Buren;80;Boston;Tennessee;Timberlane Drive;85360
Lyndon;Cleveland;88;Lincoln;Rhode Island;South Roosevelt Drive;2995
Benjamin;Arthur;41;Sacramento;Oregon;East Fry Blvd.;11856
William;Monroe;91;Providence;Delaware;East Fry Blvd.;63711
Chester;Buchanan;39;Salem;Colorado;Jean de la Fontaine;50194
Martin;Ford;51;Salem;Ohio;Fontaine Road;81513
Bill;Monroe;61;Providence;Montana;Hutchinson Rd;68873
Millard;Tyler;100;Bismarck;New Hampshire;Erringer Road;50990
John;Carter;96;Lincoln;Ohio;Richmond Hill;86760
Bill;Lincoln;23;Augusta;Florida;Tully Road East;58004
Rutherford;Roosevelt;85;Salt Lake City;Nevada;Via Real;58572
Harry;Ford;29;Carson City;Hawaii;Tully Road East;71313
Thomas;Van Buren;63;Bismarck;Connecticut;Redwood Highway;29883
Warren;Madison;22;Montpelier;Louisiana;Cerrillos Road;16604
Calvin;Jackson;48;Des Moines;Georgia;Via Real;35132
Harry;Hoover;30;Hartford;North Dakota;Richmond Hill;46234
Franklin;Jefferson;94;Little Rock;Georgia;Santa Rosa North;80864
Calvin;Jackson;82;Nashville;Idaho;Redwood Highway;68429
Thomas;Quincy;72;Albany;North Carolina;Tanger Blvd;95338
Rutherford;Taft;48;Montpelier;South Carolina;San Luis Obispo North;81111
Harry;Coolidge;68;Salt Lake City;West Virginia;Camelback Rd;90202
Rutherford;Carter;25;Lansing;Texas;Santa Monica Road;7009
Jimmy;Eisenhower;15;Austin;Oklahoma;Tully Road East;99166
Franklin;Jefferson;79;Pierre;Delaware;San Luis Obispo North;23282
Dwight;Harrison;50;Albany;Illinois;Fontaine Road;60021
Richard;Cleveland;75;Carson City;Colorado;Via Real;56776
Lyndon;Buchanan;16;Richmond;Louisiana;Timberlane Drive;40643
Calvin;Tyler;76;Columbia;Louisiana;Carpinteria North;96950
Ulysses;Grant;75;Austin;Kansas;Fairview Avenue;76410
Warren;Adams;15;Topeka;South Carolina;East Main Street;95625
Richard;Pierce;44;Tallahassee;Alaska;North Broadway Street;58139
Warren;Grant;24;Providence;Illinois;Fontaine Road;44677
Ulysses;Truman;78;Carson City;New York;Fontaine Road;57718
Ulysses;Nixon;32;Hartford;Michigan;Lawrenceville Suwanee;79504
Dwight;Eisenhower;64;Dover;North Carolina;San Luis Obispo North;97531
Lyndon;Taft;19;Montpelier;Arkansas;Harbor Dr;63238
Thomas;Fillmore;44;Santa Fe;Delaware;San Diego Freeway;2617
Rutherford;Arthur;51;Little Rock;Virginia;Santa Monica Road;90872
Grover;Washington;73;Denver;Maryland;Fairview Avenue;37877
Harry;Truman;64;Sacramento;Vermont;North Preisker Lane;76453
Bill;Kennedy;59;Columbia;Oregon;Santa Rosa South;41375
Benjamin;Madison;87;Little Rock;Ohio;Lawrenceville Suwanee;73560
Andrew;Reagan;96;Madison;Alaska;Tully Road East;57299
Calvin;Adams;66;Columbia;New Hampshire;Greenwood Road;39205
Martin;Roosevelt;38;Augusta;Massachusetts;Harbor Dr;35280
Rutherford;Harrison;42;Helena;Minnesota;Santa Monica Road;4191
Warren;Pierce;98;Augusta;North Dakota;Jean de la Fontaine;56751
Harry;Johnson;42;Phoenix;Iowa;Tanger Blvd;15419
Theodore;Madison;37;Jackson;Arizona;East 1st Street;32539
Abraham;Eisenhower;59;Jackson;South Carolina;Santa Rosa North;84753
Lyndon;Nixon;19;Hartford;Delaware;Camelback Rd;71101
Martin;Harding;18;Tallahassee;New York;North Ventu Park Road;18192
Abraham;Washington;84;Santa Fe;South Dakota;Santa Monica Road;74223
Franklin;Nixon;75;Santa Fe;South Carolina;Castillo Drive;22324
Lyndon;Adams;57;Carson City;Arizona;South Highway;80713
Thomas;Wilson;79;Little Rock;Minnesota;Camelback Rd;42530
Richard;Adams;75;Concord;Hawaii;Katella Avenue;50969
Herbert;Hayes;86;Little Rock;Washington;Cleveland Ave.;90088
Ulysses;Washington;59;Lincoln;Georgia;Harry S Truman Blvd;92229
Zachary;Van Buren;78;Augusta;Alabama;North Atherton Street;60320
Dwight;Buchanan;94;Hartford;South Dakota;Corona Del Mar;40146
Warren;Nixon;72;Baton Rouge;South Dakota;Harbor Dr;38979
Gerald;Lincoln;92;Augusta;Iowa;S Rustle St;84736
James;Polk;98;Lincoln;North Dakota;Tully Road East;83201
Bill;Jackson;28;Montpelier;Texas;El Camino Real;4073
Zachary;Coolidge;75;Little Rock;Ohio;Newbury Road;51157
Franklin;Jefferson;56;Dover;Ohio;Moreno Drive;16777
Gerald;Carter;42;Montgomery;Illinois;Tanger Blvd;31904
Zachary;Kennedy;57;Montpelier;Wisconsin;North Atherton Street;2627
Richard;Madison;32;Jackson;Idaho;San Ysidro Blvd;95470
Warren;Taylor;31;Providence;South Dakota;Pacific Hwy S;60893
Chester;Monroe;69;Des Moines;Delaware;E Fowler Avenue;80413
Benjamin;Roosevelt;87;Saint Paul;Delaware;San Simeon;68214
Richard;Roosevelt;38;Jackson;Connecticut;Harry S Truman Blvd;60692
Bill;Lincoln;68;Denver;Georgia;Pacific Hwy S;75436
Bill;Grant;67;Richmond;Nevada;Jean de la Fontaine;69973
Gerald;Jackson;49;Montpelier;Missouri;Carpinteria Avenue;7588
Calvin;Clinton;69;Dover;Wisconsin;North Ventu Park Road;4976
Franklin;Arthur;71;Montgomery;South Dakota;Lake Tahoe Blvd.;38310
Jimmy;Madison;64;Lansing;Idaho;Tully Road East;11482
Calvin;Buchanan;55;Denver;Arkansas;Newbury Road;33342
James;McKinley;98;Olympia;Washington;Jean de la Fontaine;69417
Gerald;Nixon;15;Dover;Washington;South Highway;54165
Warren;Reagan;95;Austin;Delaware;Hutchinson Rd;15249
Calvin;Van Buren;52;Jefferson City;Utah;Newbury Road;88219
George;Fillmore;88;Honolulu;Arizona;Fairview Avenue;59986
George;Grant;49;Saint Paul;West Virginia;Pacific Hwy S;5216
Lyndon;Adams;98;Salem;West Virginia;Via Real;4343
Millard;Johnson;88;Jackson;Iowa;Castillo Drive;7444
William;Nixon;99;Charleston;Kentucky;North Ventu Park Road;5267
Martin;Truman;41;Sacramento;Montana;Calle Real;46438
Zachary;Arthur;100;Raleigh;Ohio;Katella Avenue;81956
Thomas;Hoover;41;Lincoln;Indiana;San Diego Freeway;68335
Andrew;Hayes;78;Salt Lake City;Nebraska;Cerrillos Road;47594
Woodrow;Hoover;24;Boise;Tennessee;East Fry Blvd.;48345
William;Quincy;82;Pierre;Vermont;Cerrillos Road;34216
James;Jefferson;24;Montgomery;Massachusetts;North Broadway Street;2311
Ronald;Reagan;80;Jefferson City;Massachusetts;Cabrillo Highway;22119
Bill;Quincy;49;Austin;Kentucky;Tanger Blvd;64845
Herbert;Roosevelt;25;Lincoln;Vermont;Santa Ana Freeway;57801
Richard;Roosevelt;24;Sacramento;Minnesota;East Main Street;92158
Calvin;Tyler;42;Lansing;Alabama;Newbury Road;22186
Ulysses;Ford;41;Pierre;Kansas;Redwood Highway;49901
Theodore;Washington;99;Pierre;Tennessee;Erringer Road;6502
John;Jackson;89;Helena;West Virginia;Carpinteria South;47080
Rutherford;Harrison;21;Montpelier;Texas;Fairview Avenue;40129
Gerald;Roosevelt;38;Sacramento;Mississippi;Grandview Drive;64741
George;Coolidge;50;Harrisburg;Colorado;Santa Ana Freeway;52507
George;Jackson;21;Carson City;Arizona;Burnett Road;39505
Ronald;Van Buren;66;Annapolis;Vermont;Cabrillo Highway;10195
John;Harrison;22;Boston;California;Apalachee Parkway;7343
Chester;Jefferson;66;Columbia;Nevada;Carpinteria Avenue;56780
Lyndon;Polk;57;Little Rock;Kansas;Bailard Avenue;1064
Ulysses;Arthur;91;Santa Fe;Virginia;Fairview Avenue;64779
Warren;Taft;20;Santa Fe;Oregon;N Kentwood;57715
Millard;McKinley;17;Indianapolis;West Virginia;N Kentwood;38234
Thomas;Kennedy;52;Boston;West Virginia;N Kentwood;10364
Gerald;Van Buren;22;Jackson;Indiana;Moreno Drive;46484
Herbert;Arthur;31;Annapolis;South Dakota;Lawrenceville Suwanee;66200
Martin;Hoover;76;Dover;Delaware;Castillo Drive;23759
Franklin;Hoover;31;Topeka;Georgia;N Harrison St;62325
James;Johnson;98;Bismarck;Arkansas;Tully Road East;96762
Warren;Nixon;38;Nashville;Nebraska;Cleveland Ave.;17575
Andrew;Adams;88;Annapolis;Colorado;Erringer Road;50275
James;Johnson;82;Indianapolis;Mississippi;Carpinteria Avenue;87852
Rutherford;Jackson;70;Montgomery;Georgia;Jones Road;66992
Ronald;Truman;83;Charleston;Tennessee;French Camp Turnpike Road;81179
James;Jefferson;85;Atlanta;Louisiana;Padre Boulevard;76041
Lyndon;Kennedy;81;Nashville;Virginia;Santa Ana Freeway;93502
Theodore;Johnson;23;Oklahoma City;Indiana;North Atherton Street;69791
Harry;Jackson;76;Olympia;California;San Diego Freeway;6618
John;Johnson;27;Hartford;Pennsylvania;San Diego Freeway;41356
Ronald;Carter;34;Springfield;Indiana;N Harrison St;13529
Andrew;Harrison;84;Madison;New Hampshire;Bayshore Freeway;7248
Richard;Polk;58;Dover;Wyoming;Jean de la Fontaine;45768
Benjamin;Coolidge;39;Saint Paul;Hawaii;Lindbergh Blvd;98560
Harry;Coolidge;85;Saint Paul;South Dakota;Pacific Hwy S;11363
Gerald;Buchanan;48;Hartford;New Hampshire;W. Russell St.;78458
Calvin;Jackson;84;Helena;Alabama;Greenwood Road;74894
Gerald;Madison;99;Des Moines;North Dakota;S Rustle St;7929
Thomas;Van Buren;32;Austin;Illinois;North Preisker Lane;34048
Woodrow;Garfield;18;Carson City;New Mexico;Santa Rosa South;81350
